sex,row_number,liters_drunk,age,drink,check_number,label
1,67.0,1,52,Beerbeer,1443,0
0,72.0,3,40,Bugbeer,6342,0
1,87.0,1,30,Water,7983,0
1,4.0,0,64,Water,889,1
1,53.0,2,58,Strong beer,6191,1
0,96.0,0,29,Water,3329,1
0,100.0,2,42,Cola,8620,1
1,2.0,3,56,Cola,7193,1
1,30.0,3,60,Cola,7924,1
1,53.0,2,39,Beerbeer,8396,1
1,100.0,3,69,Beerbeer,8965,1
0,65.0,1,79,Strong beer,4327,0
1,44.0,4,35,Water,5418,0
0,16.0,3,31,Beerbeer,6082,1
1,63.0,0,50,Beerbeer,9449,1
0,57.0,3,48,Beerbeer,712,1
0,41.0,2,40,Fanta,6078,1
0,63.0,2,50,Bugbeer,3903,0
1,92.0,4,48,Strong beer,4878,1
1,53.0,3,19,Fanta,9652,0
1,70.0,0,42,Cola,6248,0
0,88.0,4,48,Fanta,9663,1
1,0.0,2,69,Bugbeer,4889,1
1,27.0,2,63,Bugbeer,4519,1
1,13.0,3,25,Fanta,509,0
1,91.0,2,71,Strong beer,8009,1
0,92.0,5,53,Strong beer,2408,1
1,31.0,1,51,Beerbeer,9345,0
0,23.0,2,22,Strong beer,6197,1
0,68.0,3,10,Cola,4848,0
1,86.0,4,51,Beerbeer,8828,0
1,40.0,5,47,Bugbeer,3702,1
0,88.0,4,54,Water,3872,1
1,27.0,2,62,Bugbeer,1300,1
0,14.0,2,75,Cola,9071,0
1,73.0,3,30,Strong beer,8725,0
0,71.0,4,68,Bugbeer,8928,0
0,52.0,1,42,Bugbeer,8,0
1,19.0,1,56,Strong beer,5777,0
1,75.0,1,61,Beerbeer,8622,1
0,70.0,0,69,Strong beer,9934,1
1,57.0,2,48,Beerbeer,1694,1
1,49.0,5,76,Cola,534,1
0,67.0,1,31,Beerbeer,719,0
0,1.0,0,22,Beerbeer,1398,1
1,29.0,1,79,Beerbeer,3397,0
0,68.0,2,41,Fanta,822,1
0,20.0,2,67,Water,3010,1
1,52.0,0,10,Cola,8629,1
0,17.0,0,70,Bugbeer,4262,1
0,64.0,0,69,Fanta,5733,0
1,21.0,2,53,Beerbeer,3267,1
1,97.0,4,24,Fanta,1496,0
1,8.0,3,35,Beerbeer,6314,1
0,71.0,1,54,Cola,1461,0
1,35.0,0,56,Cola,8548,0
1,23.0,2,31,Fanta,7392,1
1,6.0,3,67,Cola,324,0
0,55.0,2,77,Cola,6955,1
1,51.0,3,80,Cola,2333,1
0,76.0,1,37,Strong beer,7563,0
0,95.0,4,28,Water,5294,0
1,14.0,4,21,Bugbeer,2382,1
1,13.0,5,19,Water,3671,1
0,10.0,1,46,Bugbeer,7062,0
1,13.0,3,32,Bugbeer,6520,0
1,72.0,0,54,Fanta,7244,1
1,71.0,0,56,Water,2392,1
0,48.0,2,28,Water,9631,1
1,15.0,5,22,Cola,7922,1
1,47.0,5,28,Cola,1728,0
0,34.0,0,25,Fanta,8871,1
0,88.0,5,44,Cola,1497,0
1,100.0,2,29,Water,863,1
1,90.0,2,25,Water,7179,1
0,50.0,4,73,Fanta,5987,0
1,5.0,0,70,Water,2152,0
0,100.0,2,38,Fanta,6997,0
1,100.0,2,34,Strong beer,6262,0
0,55.0,4,38,Beerbeer,5711,1
0,81.0,2,11,Water,4938,1
1,30.0,4,69,Beerbeer,6012,1
1,93.0,1,49,Fanta,1953,0
0,85.0,2,60,Cola,8103,0
0,53.0,1,43,Water,9843,1
0,7.0,2,34,Fanta,6187,0
1,10.0,4,68,Cola,1884,1
1,28.0,0,79,Water,3017,1
0,69.0,5,25,Beerbeer,1286,1
1,48.0,4,28,Fanta,9867,1
1,66.0,2,11,Cola,3501,0
1,42.0,0,63,Fanta,7410,0
1,64.0,1,17,Fanta,5597,1
0,46.0,1,11,Water,1650,1
1,81.0,5,54,Fanta,2861,0
0,51.0,3,21,Water,5719,0
0,98.0,5,10,Water,9569,1
0,62.0,0,26,Cola,8978,0
1,86.0,2,11,Cola,265,0
1,46.0,5,58,Beerbeer,2844,1
1,66.0,2,73,Fanta,5256,0
1,30.0,2,29,Cola,4891,1
1,94.0,3,75,Water,3674,1
1,41.0,4,77,Bugbeer,5876,1
0,81.0,2,63,Water,6422,1
1,29.0,4,10,Cola,2200,1
1,64.0,2,21,Cola,4376,0
0,76.0,3,55,Water,5993,0
1,95.0,2,42,Fanta,1823,0
0,44.0,5,51,Beerbeer,6474,1
1,88.0,3,45,Water,1363,1
0,57.0,1,61,Fanta,561,0
1,37.0,5,74,Beerbeer,8635,1
1,13.0,4,43,Beerbeer,766,1
0,1.0,4,19,Fanta,7192,1
1,27.0,4,49,Fanta,2149,1
0,35.0,4,49,Beerbeer,6189,1
0,18.0,4,23,Fanta,6802,0
0,82.0,2,34,Fanta,2867,0
1,30.0,1,22,Bugbeer,4639,1
0,77.0,3,72,Strong beer,2196,0
0,85.0,4,23,Cola,2446,1
0,86.0,0,47,Cola,8969,1
0,56.0,5,16,Cola,7411,1
0,20.0,5,51,Strong beer,5049,0
1,32.0,1,36,Bugbeer,7757,0
0,74.0,1,44,Fanta,9602,0
0,29.0,2,70,Cola,9389,1
1,31.0,2,19,Water,7627,0
1,71.0,3,35,Strong beer,1147,1
0,98.0,4,15,Fanta,7572,1
0,43.0,2,48,Beerbeer,7427,1
0,20.0,0,40,Bugbeer,9251,1
0,46.0,3,29,Fanta,1955,1
0,1.0,0,79,Beerbeer,5707,1
0,51.0,4,65,Water,2306,1
0,100.0,3,24,Bugbeer,786,0
0,59.0,5,77,Strong beer,8114,0
0,11.0,5,54,Water,9605,1
0,77.0,4,15,Water,9917,1
1,56.0,2,20,Cola,24,1
1,15.0,4,27,Water,5522,0
0,48.0,3,26,Cola,9224,0
1,7.0,5,27,Cola,1335,0
0,82.0,0,52,Water,9721,1
1,34.0,0,29,Fanta,7816,1
0,98.0,5,19,Fanta,1555,1
1,13.0,2,26,Beerbeer,8237,0
1,39.0,5,29,Water,4524,1
1,96.0,2,59,Bugbeer,9216,0
0,54.0,2,25,Water,5602,0
0,85.0,4,26,Water,9215,1
0,98.0,2,33,Cola,9676,1
0,88.0,5,71,Bugbeer,38,0
1,7.0,0,20,Water,5001,0
1,43.0,3,48,Water,1885,1
0,19.0,1,32,Cola,5591,1
1,62.0,1,52,Beerbeer,1770,0
1,67.0,5,47,Bugbeer,1013,1
0,33.0,1,59,Beerbeer,9638,0
1,97.0,4,43,Cola,6468,1
1,52.0,3,36,Beerbeer,2923,0
1,100.0,4,44,Fanta,7038,1
0,98.0,3,65,Water,8993,0
1,89.0,2,72,Water,6495,1
0,84.0,2,45,Beerbeer,5426,0
1,30.0,2,39,Bugbeer,795,1
0,74.0,0,69,Beerbeer,7977,1
0,44.0,4,20,Cola,2043,0
1,61.0,1,37,Bugbeer,192,0
1,25.0,5,75,Strong beer,9733,0
1,89.0,0,13,Water,4537,1
0,96.0,5,34,Beerbeer,9948,1
1,6.0,1,42,Bugbeer,1342,1
0,70.0,4,37,Water,2070,0
0,16.0,4,35,Strong beer,6366,1
1,25.0,1,17,Cola,9276,1
0,37.0,0,66,Water,2789,1
0,53.0,4,34,Water,7721,1
1,79.0,2,73,Water,3206,1
0,94.0,1,28,Beerbeer,9159,1
0,56.0,5,34,Water,1084,1
0,95.0,1,44,Fanta,5977,0
1,91.0,1,17,Water,6068,1
0,75.0,3,47,Water,9944,0
1,86.0,5,66,Water,2078,1
1,59.0,0,56,Cola,6619,1
0,77.0,4,68,Cola,8995,0
1,48.0,1,80,Cola,2417,1
0,85.0,3,44,Fanta,4679,0
0,70.0,3,31,Bugbeer,2627,1
1,96.0,2,38,Beerbeer,7711,1
0,51.0,2,76,Beerbeer,2658,1
1,70.0,5,59,Bugbeer,5755,0
1,10.0,2,73,Fanta,8543,1
1,75.0,1,64,Strong beer,7269,1
0,84.0,2,46,Beerbeer,816,1
1,59.0,5,22,Water,4603,0
0,9.0,4,24,Cola,7813,0
0,65.0,4,38,Water,5908,1
0,78.0,2,25,Strong beer,2470,0
0,52.0,3,32,Strong beer,6210,1
1,94.0,0,80,Bugbeer,3566,0
1,61.0,0,59,Fanta,221,0
0,86.0,5,18,Cola,1314,0
1,60.0,5,63,Bugbeer,4165,1
1,57.0,3,75,Fanta,4252,1
0,28.0,0,19,Water,2159,1
1,73.0,3,27,Bugbeer,3151,1
1,12.0,3,57,Fanta,8495,1
0,20.0,2,49,Water,3449,0
0,81.0,2,28,Bugbeer,2201,0
1,15.0,0,70,Beerbeer,2807,1
1,14.0,4,41,Fanta,7998,0
0,84.0,5,19,Water,6362,1
1,100.0,3,44,Water,2423,0
1,34.0,2,21,Fanta,7628,0
0,46.0,4,51,Cola,8910,1
1,22.0,1,44,Cola,3085,1
0,5.0,3,12,Fanta,777,1
1,57.0,5,32,Cola,3429,1
0,83.0,5,43,Bugbeer,7693,1
1,92.0,4,18,Cola,4105,1
0,70.0,0,23,Beerbeer,3236,0
0,32.0,2,33,Bugbeer,2117,0
0,16.0,2,62,Cola,6181,1
1,88.0,2,45,Bugbeer,6383,1
1,97.0,0,43,Fanta,3024,1
0,15.0,2,17,Fanta,4973,0
1,100.0,1,24,Bugbeer,3299,1
1,19.0,1,72,Beerbeer,2173,0
1,59.0,2,44,Strong beer,8175,1
1,10.0,2,73,Strong beer,1556,0
1,51.0,1,50,Beerbeer,494,1
0,8.0,4,59,Water,3118,0
0,13.0,5,73,Fanta,541,0
0,6.0,5,18,Cola,6858,1
0,64.0,0,69,Bugbeer,3398,1
1,40.0,1,40,Beerbeer,843,1
0,90.0,1,23,Bugbeer,4674,0
0,2.0,2,74,Beerbeer,7113,1
0,8.0,2,10,Cola,7434,1
1,20.0,3,58,Strong beer,4779,1
1,82.0,4,64,Bugbeer,4414,1
0,99.0,3,80,Fanta,3998,1
0,86.0,5,56,Strong beer,8913,1
1,7.0,2,18,Fanta,2610,1
1,41.0,2,45,Bugbeer,1985,1
1,28.0,2,48,Fanta,9189,0
1,84.0,4,36,Water,4772,0
0,100.0,3,32,Fanta,3811,0
0,66.0,3,51,Beerbeer,9280,1
0,74.0,5,40,Bugbeer,8775,1
0,61.0,1,63,Strong beer,6574,0
1,76.0,0,71,Fanta,4415,0
1,3.0,5,34,Cola,4261,0
0,44.0,5,24,Fanta,2014,1
0,2.0,4,49,Strong beer,916,1
0,29.0,3,48,Beerbeer,7641,1
0,10.0,2,50,Strong beer,2222,0
0,80.0,4,22,Beerbeer,7730,1
1,10.0,2,49,Strong beer,1819,1
0,58.0,4,73,Fanta,5509,1
0,87.0,5,46,Cola,4370,1
0,62.0,3,15,Cola,1298,0
1,8.0,4,74,Strong beer,6503,1
0,57.0,3,26,Water,9986,0
0,13.0,1,43,Fanta,8289,1
0,92.0,2,27,Beerbeer,8853,0
1,50.0,4,71,Cola,7225,1
1,93.0,3,57,Water,8207,0
0,86.0,0,37,Beerbeer,8368,1
0,88.0,1,65,Cola,6535,1
1,7.0,3,24,Fanta,7525,1
1,15.0,2,65,Water,2761,0
1,64.0,1,41,Cola,2059,0
0,54.0,5,80,Fanta,6222,1
1,54.0,2,70,Beerbeer,5996,0
1,41.0,4,36,Water,3612,1
1,32.0,5,15,Cola,1278,1
1,49.0,2,65,Cola,6249,1
0,57.0,1,51,Water,6315,1
1,98.0,3,63,Strong beer,6934,1
1,54.0,0,47,Strong beer,1037,1
0,77.0,3,53,Cola,8450,0
1,39.0,1,65,Cola,1473,1
0,15.0,3,52,Cola,2502,1
1,68.0,1,80,Cola,1572,0
1,81.0,4,41,Strong beer,4298,1
1,52.0,5,37,Bugbeer,6877,1
0,70.0,3,23,Water,2390,1
0,57.0,2,47,Cola,5042,1
1,44.0,0,50,Bugbeer,1136,0
0,27.0,0,41,Water,8809,0
1,72.0,5,71,Cola,9420,1
1,51.0,3,19,Fanta,1346,1
0,89.0,0,31,Cola,9547,0
1,51.0,2,32,Beerbeer,5276,1
1,26.0,3,39,Beerbeer,2412,1
0,22.0,2,77,Bugbeer,6302,0
0,50.0,5,72,Water,897,0
1,21.0,3,78,Bugbeer,2617,0
1,89.0,4,34,Bugbeer,126,1
0,100.0,2,60,Cola,9054,1
0,99.0,4,26,Cola,5495,1
0,1.0,4,79,Strong beer,2418,0
1,1.0,2,47,Beerbeer,2505,1
1,6.0,2,51,Strong beer,1840,1
0,94.0,4,45,Water,8665,1
1,87.0,3,58,Water,7672,1
1,5.0,3,79,Strong beer,5643,1
1,55.0,0,76,Fanta,8776,0
0,80.0,2,22,Fanta,4925,1
0,89.0,0,55,Fanta,2876,1
1,26.0,0,10,Fanta,5048,1
1,54.0,0,35,Cola,7155,1
1,8.0,3,20,Water,4916,1
0,39.0,2,48,Strong beer,4149,1
1,25.0,2,52,Bugbeer,6618,0
0,69.0,2,64,Water,2438,0
0,19.0,4,70,Strong beer,1270,0
0,31.0,2,70,Bugbeer,2214,0
0,63.0,5,19,Water,6214,0
0,25.0,2,68,Water,4398,1
1,19.0,3,18,Water,3853,1
0,15.0,4,48,Cola,4522,1
1,78.0,3,38,Beerbeer,5043,1
1,96.0,1,77,Water,7918,0
0,14.0,0,33,Beerbeer,5361,1
1,38.0,5,47,Cola,7317,1
0,100.0,4,22,Fanta,3169,1
0,18.0,1,50,Beerbeer,5910,0
0,3.0,0,36,Fanta,9868,0
1,46.0,2,64,Strong beer,7617,1
1,20.0,2,67,Bugbeer,7286,1
1,77.0,0,68,Fanta,5032,1
1,61.0,0,37,Bugbeer,6257,0
0,3.0,5,63,Fanta,3829,1
1,59.0,2,39,Strong beer,8848,1
1,93.0,3,53,Bugbeer,8042,0
0,57.0,2,75,Bugbeer,1198,0
0,62.0,0,29,Cola,6958,1
0,91.0,4,72,Cola,1820,1
1,37.0,5,44,Strong beer,4001,1
1,36.0,5,25,Water,1124,1
1,84.0,1,69,Cola,7724,1
1,53.0,2,22,Strong beer,5106,1
0,100.0,0,54,Bugbeer,3753,0
0,11.0,4,55,Bugbeer,4865,0
1,79.0,1,79,Water,5387,1
0,23.0,5,54,Fanta,6416,0
1,14.0,4,73,Water,5606,0
0,55.0,1,69,Beerbeer,2983,0
1,20.0,3,77,Bugbeer,3485,1
1,78.0,3,33,Water,8137,0
0,36.0,2,78,Bugbeer,5692,0
1,99.0,1,37,Beerbeer,1422,0
0,72.0,4,46,Bugbeer,5773,1
0,12.0,2,24,Bugbeer,6522,1
0,9.0,3,58,Fanta,4506,0
1,1.0,2,16,Fanta,9099,0
0,11.0,2,23,Cola,3100,0
1,52.0,5,23,Cola,1951,0
0,33.0,0,31,Cola,4014,1
0,81.0,0,51,Beerbeer,4465,1
0,94.0,0,44,Cola,5779,1
1,47.0,5,52,Strong beer,3956,1
0,46.0,3,80,Cola,2192,1
1,87.0,2,56,Bugbeer,3914,1
1,27.0,4,33,Bugbeer,963,1
0,100.0,1,33,Water,6062,1
0,87.0,1,28,Beerbeer,6409,0
0,13.0,2,24,Beerbeer,3079,0
1,44.0,0,30,Beerbeer,1761,0
0,59.0,4,17,Cola,7893,0
0,84.0,2,76,Water,5888,1
0,57.0,5,72,Strong beer,7782,1
0,58.0,2,42,Fanta,8186,0
0,78.0,5,17,Fanta,5070,1
1,37.0,5,26,Cola,5467,0
1,17.0,0,41,Strong beer,8864,0
0,100.0,5,68,Water,5760,1
1,84.0,5,66,Strong beer,2643,1
0,67.0,1,71,Cola,6572,0
0,100.0,4,49,Strong beer,6385,1
0,80.0,3,38,Bugbeer,3027,0
1,80.0,2,17,Fanta,441,0
0,18.0,4,49,Bugbeer,8127,1
0,11.0,1,35,Water,89,0
1,34.0,2,48,Beerbeer,1807,1
0,32.0,0,53,Bugbeer,1941,0
1,86.0,5,35,Fanta,5236,1
1,43.0,3,23,Beerbeer,1085,1
0,29.0,0,57,Fanta,7296,1
0,15.0,0,15,Water,7505,1
1,25.0,0,75,Strong beer,8952,0
1,20.0,2,31,Bugbeer,363,1
1,62.0,5,79,Strong beer,33,0
0,14.0,3,37,Cola,8673,0
0,73.0,2,22,Beerbeer,1930,0
0,36.0,3,42,Water,5982,1
0,87.0,3,69,Beerbeer,400,0
1,12.0,0,15,Fanta,6790,1
1,37.0,1,27,Fanta,3621,0
0,33.0,2,69,Water,9692,0
1,17.0,4,11,Cola,7578,1
0,51.0,5,69,Fanta,6890,0
1,9.0,0,56,Water,6932,0
0,100.0,3,53,Fanta,2672,1
1,67.0,2,72,Fanta,1604,0
1,86.0,0,64,Fanta,6980,0
1,80.0,3,77,Cola,9515,1
0,54.0,1,67,Fanta,7684,0
0,92.0,1,37,Fanta,9491,1
0,74.0,1,30,Fanta,8254,0
1,76.0,5,53,Bugbeer,4431,0
0,57.0,0,22,Water,3866,0
1,52.0,4,34,Cola,159,0
1,81.0,2,51,Bugbeer,4070,1
0,34.0,0,59,Fanta,4550,1
1,77.0,4,77,Fanta,9400,1
0,49.0,5,57,Beerbeer,8221,0
1,92.0,2,36,Bugbeer,9081,0
1,82.0,5,34,Fanta,2613,0
0,91.0,2,13,Fanta,1880,1
0,10.0,3,10,Cola,9648,1
0,46.0,3,37,Beerbeer,8954,1
0,10.0,3,75,Strong beer,6320,1
0,90.0,5,32,Cola,3724,1
0,95.0,2,29,Beerbeer,4429,1
0,8.0,1,60,Cola,343,1
1,95.0,1,41,Beerbeer,8807,0
0,92.0,2,40,Fanta,3018,1
0,47.0,0,48,Bugbeer,8162,1
0,71.0,2,19,Fanta,4505,0
0,25.0,1,45,Water,7719,1
0,12.0,1,48,Water,3039,1
1,20.0,2,30,Bugbeer,2387,0
1,12.0,3,49,Cola,8825,0
1,82.0,2,43,Beerbeer,9306,0
1,61.0,5,43,Bugbeer,155,1
1,11.0,1,17,Water,3309,1
0,19.0,4,39,Strong beer,2904,1
0,77.0,4,64,Strong beer,7305,0
1,31.0,1,37,Cola,6388,1
1,92.0,0,71,Cola,3676,1
1,55.0,2,14,Cola,5836,1
0,61.0,1,30,Strong beer,4615,0
1,100.0,5,46,Bugbeer,7780,1
1,4.0,0,71,Strong beer,2183,0
0,100.0,2,54,Fanta,2000,1
1,23.0,3,39,Beerbeer,7084,0
0,79.0,4,44,Water,6550,1
1,11.0,1,22,Cola,7123,0
0,24.0,4,26,Strong beer,8850,1
1,97.0,1,73,Water,7276,0
1,100.0,2,66,Bugbeer,5983,0
0,2.0,3,29,Cola,1048,1
1,100.0,5,37,Strong beer,1011,1
1,72.0,5,30,Fanta,517,0
0,90.0,2,68,Strong beer,9727,1
1,62.0,0,54,Fanta,9967,1
1,19.0,3,78,Beerbeer,2430,1
0,11.0,2,70,Cola,8513,1
0,45.0,1,35,Water,8610,1
1,35.0,5,24,Strong beer,5366,1
1,89.0,3,10,Cola,2758,1
1,13.0,2,61,Bugbeer,3464,1
1,77.0,4,74,Water,8835,0
0,89.0,1,55,Strong beer,7963,1
1,48.0,2,75,Strong beer,6927,1
1,15.0,3,76,Beerbeer,2069,0
0,96.0,2,60,Strong beer,2120,1
0,49.0,5,44,Strong beer,8727,1
1,23.0,3,51,Beerbeer,4054,0
0,99.0,5,30,Bugbeer,8770,1
1,32.0,0,29,Strong beer,3801,1
1,99.0,2,65,Cola,3895,0
1,41.0,4,74,Fanta,2353,0
0,52.0,3,57,Fanta,3768,0
1,97.0,2,74,Beerbeer,3438,0
1,67.0,2,17,Water,6419,0
1,1.0,4,20,Water,8710,0
1,4.0,0,41,Bugbeer,9220,1
0,80.0,3,71,Beerbeer,8040,1
0,8.0,0,74,Strong beer,7784,0
0,47.0,2,71,Strong beer,4463,1
0,53.0,5,44,Water,5434,1
1,16.0,3,18,Water,1539,0
1,88.0,4,43,Fanta,9882,1
0,48.0,2,39,Fanta,6089,0
1,95.0,3,74,Beerbeer,3575,0
0,13.0,0,73,Bugbeer,7531,1
0,4.0,3,17,Cola,2736,1
1,91.0,3,63,Water,651,1
1,54.0,2,17,Fanta,3410,1
0,94.0,2,70,Beerbeer,7662,0
0,91.0,2,58,Water,2864,1
0,40.0,4,69,Cola,9872,0
0,3.0,2,34,Strong beer,1613,1
0,50.0,5,51,Cola,1792,1
0,14.0,2,62,Beerbeer,72,1
0,85.0,1,42,Cola,8043,1
1,62.0,2,19,Cola,8052,1
1,85.0,4,43,Fanta,7275,1
0,30.0,5,69,Beerbeer,6555,0
0,77.0,1,38,Fanta,6620,1
0,74.0,2,15,Water,931,1
0,24.0,0,33,Fanta,1455,0
1,30.0,5,24,Fanta,2013,0
0,34.0,0,38,Fanta,1903,1
1,50.0,0,21,Fanta,165,0
0,28.0,0,59,Water,832,1
0,42.0,2,72,Fanta,7152,1
0,84.0,0,71,Strong beer,4688,1
0,24.0,5,16,Water,6348,1
1,32.0,0,80,Beerbeer,1492,1
1,100.0,3,69,Beerbeer,7503,1
0,27.0,3,38,Water,8755,1
0,30.0,4,29,Strong beer,8571,1
1,44.0,5,38,Strong beer,5315,1
1,79.0,0,45,Bugbeer,4485,1
1,52.0,2,57,Beerbeer,3200,0
1,81.0,0,63,Fanta,8511,1
1,3.0,2,47,Cola,546,1
0,44.0,3,45,Bugbeer,1252,1
1,85.0,4,33,Cola,1610,1
1,91.0,4,44,Bugbeer,7083,1
1,43.0,0,38,Beerbeer,8429,0
1,6.0,3,40,Strong beer,1641,0
0,44.0,0,12,Cola,9747,0
0,82.0,2,22,Strong beer,1852,0
1,59.0,3,73,Bugbeer,2389,1
1,58.0,3,65,Fanta,5431,1
1,54.0,2,36,Cola,5695,0
1,92.0,4,71,Cola,1322,0
1,27.0,3,37,Cola,4813,0
0,61.0,5,52,Water,183,0
1,44.0,0,10,Fanta,6081,1
1,91.0,3,59,Strong beer,2005,1
0,79.0,4,65,Water,1353,0
1,33.0,2,67,Water,6710,1
0,8.0,4,55,Beerbeer,3904,1
1,66.0,4,40,Water,4136,0
1,57.0,1,45,Beerbeer,464,1
1,98.0,2,64,Bugbeer,4776,0
1,47.0,2,73,Water,1519,0
0,87.0,2,75,Cola,1779,1
0,92.0,5,50,Cola,8303,1
0,60.0,3,24,Fanta,3141,1
1,29.0,3,33,Beerbeer,5553,1
1,97.0,2,73,Water,257,0
1,67.0,3,74,Bugbeer,7080,1
1,93.0,3,38,Cola,8507,1
1,7.0,0,45,Strong beer,2770,0
0,87.0,3,59,Strong beer,9155,1
0,36.0,3,47,Bugbeer,4592,1
1,91.0,2,80,Cola,3992,1
0,64.0,4,59,Cola,7288,1
0,33.0,0,17,Cola,6549,1
1,49.0,4,80,Bugbeer,9546,1
0,67.0,5,10,Fanta,9808,1
1,22.0,1,10,Water,7026,1
0,100.0,0,76,Beerbeer,3125,1
1,88.0,0,13,Water,8201,0
1,17.0,3,68,Beerbeer,8528,0
0,81.0,4,77,Water,5114,0
0,21.0,0,57,Fanta,995,0
1,23.0,5,37,Water,5353,1
1,73.0,0,45,Beerbeer,5671,1
0,18.0,3,62,Bugbeer,5229,1
1,60.0,0,47,Strong beer,2247,1
0,98.0,5,68,Cola,3810,1
1,13.0,2,50,Bugbeer,2915,0
1,25.0,2,42,Strong beer,4763,1
0,99.0,1,33,Beerbeer,837,0
1,33.0,2,24,Strong beer,2472,1
0,81.0,1,31,Strong beer,824,0
1,51.0,5,15,Cola,4621,1
1,40.0,5,54,Strong beer,9106,0
1,31.0,2,12,Cola,321,1
1,29.0,4,64,Water,371,0
1,95.0,2,76,Cola,8677,1
0,64.0,0,41,Cola,6683,1
0,4.0,3,44,Cola,7168,1
0,67.0,4,66,Cola,238,1
0,43.0,4,56,Beerbeer,2280,0
0,39.0,2,40,Strong beer,4129,1
0,73.0,0,44,Bugbeer,5870,1
0,70.0,5,20,Water,1762,0
0,50.0,4,65,Bugbeer,812,0
0,52.0,2,14,Cola,2181,1
0,28.0,4,45,Fanta,4332,1
0,17.0,1,11,Water,5717,0
0,34.0,1,70,Water,3008,1
0,85.0,2,68,Cola,4867,0
1,53.0,4,28,Water,8139,1
0,45.0,0,56,Cola,329,1
1,18.0,1,63,Cola,4276,0
0,86.0,2,46,Cola,1859,1
0,78.0,2,76,Strong beer,3074,0
0,92.0,2,64,Bugbeer,9989,0
0,39.0,5,11,Water,409,1
1,65.0,4,68,Cola,6759,1
1,85.0,2,52,Fanta,1917,0
0,22.0,5,37,Cola,3521,1
0,14.0,2,80,Bugbeer,2125,0
0,62.0,4,48,Cola,5169,1
1,33.0,3,16,Fanta,9104,1
1,19.0,5,58,Bugbeer,1697,1
0,100.0,3,78,Strong beer,7849,0
0,6.0,2,55,Water,7183,0
1,53.0,3,32,Beerbeer,1177,1
0,32.0,4,12,Cola,6102,0
0,52.0,2,14,Fanta,3783,1
0,35.0,4,73,Fanta,910,1
0,1.0,2,58,Water,5102,0
1,15.0,0,46,Strong beer,7297,0
0,45.0,3,15,Fanta,1907,0
0,44.0,0,35,Fanta,6783,0
1,50.0,0,37,Beerbeer,9495,1
1,89.0,3,44,Beerbeer,1709,1
1,14.0,5,75,Cola,6562,1
1,95.0,5,63,Strong beer,9111,0
1,39.0,2,24,Fanta,378,1
0,27.0,3,54,Cola,5109,0
0,70.0,2,41,Cola,2241,0
1,78.0,3,42,Bugbeer,9441,1
1,16.0,3,19,Water,6589,0
1,70.0,0,73,Bugbeer,8822,0
1,74.0,0,50,Cola,3736,0
1,99.0,1,69,Cola,1014,1
1,100.0,3,49,Strong beer,9001,1
1,93.0,2,49,Bugbeer,4107,1
1,26.0,5,29,Bugbeer,1938,1
0,64.0,2,41,Water,5765,1
0,85.0,1,40,Strong beer,148,0
1,78.0,4,62,Bugbeer,1247,0
0,92.0,0,18,Water,49,1
0,91.0,3,14,Cola,3129,0
0,40.0,2,62,Strong beer,3105,0
0,11.0,1,18,Water,5759,1
1,71.0,4,16,Water,7360,0
1,74.0,4,45,Fanta,1237,1
0,13.0,4,27,Cola,1268,0
0,38.0,5,47,Cola,8047,1
0,51.0,5,71,Beerbeer,9191,0
0,21.0,4,12,Water,3919,1
1,45.0,5,80,Cola,4635,1
0,3.0,3,37,Beerbeer,8355,1
0,97.0,2,71,Cola,271,1
1,92.0,3,29,Strong beer,3107,0
1,97.0,3,40,Cola,9107,0
0,81.0,3,55,Strong beer,2227,1
0,23.0,0,53,Strong beer,1909,0
0,89.0,2,61,Bugbeer,7566,0
0,14.0,2,71,Water,6151,0
0,59.0,0,20,Cola,8699,0
1,36.0,1,23,Bugbeer,8524,0
1,49.0,2,29,Strong beer,791,1
1,69.0,0,43,Bugbeer,1594,1
1,51.0,4,39,Cola,6795,0
1,35.0,4,12,Fanta,5940,0
1,43.0,4,14,Water,8097,1
1,37.0,1,63,Cola,9572,1
1,17.0,3,60,Beerbeer,6713,0
0,47.0,0,18,Water,6391,1
1,70.0,2,41,Beerbeer,3848,0
1,1.0,2,35,Beerbeer,1142,1
0,67.0,5,59,Bugbeer,6201,0
0,89.0,3,62,Bugbeer,6689,0
1,43.0,1,45,Strong beer,976,1
1,1.0,3,39,Beerbeer,7112,1
0,30.0,5,37,Bugbeer,2343,1
1,60.0,2,62,Cola,3099,1
1,90.0,4,31,Cola,5196,1
1,6.0,4,57,Bugbeer,6832,1
1,86.0,2,68,Beerbeer,2420,1
0,45.0,3,65,Fanta,1978,0
1,80.0,4,50,Water,1053,1
0,100.0,3,21,Water,237,0
0,29.0,4,78,Bugbeer,6,0
1,83.0,3,73,Beerbeer,261,1
1,55.0,3,30,Water,538,0
1,3.0,1,24,Water,5814,0
0,86.0,1,68,Bugbeer,2341,0
1,11.0,2,19,Cola,9799,1
0,72.0,1,67,Fanta,9033,0
0,68.0,0,16,Water,8713,1
1,42.0,1,70,Strong beer,665,1
0,100.0,5,72,Beerbeer,2037,1
0,44.0,0,58,Beerbeer,8929,1
0,18.0,2,27,Bugbeer,7722,1
1,13.0,0,76,Bugbeer,3855,1
1,12.0,5,50,Bugbeer,444,1
0,84.0,3,23,Strong beer,132,1
0,16.0,5,52,Water,2329,1
